"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3644","UI_UPL_01: Valid Profile Picture Upload","Google Chrome","2026-08-01","passed","2026-08-01","Profile Picture Upload","ui/Profile/Test_005_ProfilePictureUpload.spec.ts","",""
"","3218","UI_UPL_04: Upload Chaos Failure Recovery","Google Chrome","2026-08-01","passed","2026-08-01","Profile Picture Upload","ui/Profile/Test_005_ProfilePictureUpload.spec.ts","",""
"","47","API_LOG_01: Correlation ID Header Generation","Google Chrome","2026-08-01","passed","2026-08-01","Structured JSON Logging & Correlation ID API Suite","api/Logging/Test_001_LoggingAndCorrelationApi.spec.ts","",""
"","1265","UI_CAT_05: Book Detail View","Google Chrome","2026-08-01","passed","2026-08-01","Book Catalog Search and Detail View","ui/BookCatalog/Test_002_SearchAndDetailCatalog.spec.ts","",""
"","128","Testcase 3: Pagination: Minimum limit (page=1, limit=1)","Google Chrome","2026-08-01","passed","2026-08-01","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","95","Testcase 11: Security: POST /api/login should handle oversized username without server error or sensitive leakage","Google Chrome","2026-08-01","passed","2026-08-01","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","977","VIS_REG_05: Search Bar Displacement Assertion","Google Chrome","2026-08-01","passed","2026-08-01","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","183","API_VIS_01: Toggle visualChaos Config via API","Google Chrome","2026-08-01","passed","2026-08-01","Visual Chaos Configuration API Suite","api/ChaosAndTesting/Test_002_VisualChaosApi.spec.ts","",""
"","4394","UI_CHECK_01: Checkout Form Validation","Google Chrome","2026-08-01","passed","2026-08-01","Cart Management and Checkout Validation","ui/Checkout/Test_003_CartAndCheckoutValidation.spec.ts","",""
"","81","Testcase 3: Pagination: Standard page 1 (page=1, limit=5)","Google Chrome","2026-08-01","passed","2026-08-01","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","4393","Testcase 3: Login Validation Errors","Google Chrome","2026-08-01","passed","2026-08-01","Login With Existing User","ui/UserManagement/Test_002_LoginWithExistingUser.spec.ts","",""
"","103","API_VIS_03: Invalid Type Rejected","Google Chrome","2026-08-01","passed","2026-08-01","Visual Chaos Configuration API Suite","api/ChaosAndTesting/Test_002_VisualChaosApi.spec.ts","",""
"","53","Testcase 4: Negative: GET /api/register should not be allowed for user registration","Google Chrome","2026-08-01","passed","2026-08-01","Register User API - Positive, Negative, Contract and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","89","Testcase 2: Negative: POST /api/register should reject missing password","Google Chrome","2026-08-01","passed","2026-08-01","Register User API - Positive, Negative, Contract and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","1406","UI_STYLE_03: Hover Animation CSS Verification","Google Chrome","2026-08-01","passed","2026-08-01","Modern UI Styling & Layout Suite","ui/Styling/Test_009_UIStyleAndLayoutValidation.spec.ts","",""
"","53","API_UPL_01: Unauthorized Session Check","Google Chrome","2026-08-01","passed","2026-08-01","Token Refresh and Profile Upload API Suite","api/UserManagement/Test_002_TokenRefreshAndProfileApi.spec.ts","",""
"","1648","A11Y_02: Image Alternative Text Scan Failure","Google Chrome","2026-08-01","passed","2026-08-01","Accessibility (a11y) Scans Suite","ui/A11y/Test_007_A11yScanValidation.spec.ts","",""
"","6318","UI_WIZ_04: Dirty Navigation Alert Dialog","Google Chrome","2026-08-01","passed","2026-08-01","Multi-Step Checkout Wizard","ui/Checkout/Test_004_CheckoutWizardValidation.spec.ts","",""
"","412","Testcase 7: Positive and Contract: POST /api/login should login a registered user successfully","Google Chrome","2026-08-01","passed","2026-08-01","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","1380","UI_STYLE_02: Catalog Grid Layout Responsiveness","Google Chrome","2026-08-01","passed","2026-08-01","Modern UI Styling & Layout Suite","ui/Styling/Test_009_UIStyleAndLayoutValidation.spec.ts","",""
"","1270","UI_CAT_04: Search - No Results","Google Chrome","2026-08-01","passed","2026-08-01","Book Catalog Search and Detail View","ui/BookCatalog/Test_002_SearchAndDetailCatalog.spec.ts","",""
"","1212","UI_STYLE_01: Retained Automation Selectors","Google Chrome","2026-08-01","passed","2026-08-01","Modern UI Styling & Layout Suite","ui/Styling/Test_009_UIStyleAndLayoutValidation.spec.ts","",""
"","903","UI_STYLE_04: HSL CSS Variable Theme Verification","Google Chrome","2026-08-01","passed","2026-08-01","Modern UI Styling & Layout Suite","ui/Styling/Test_009_UIStyleAndLayoutValidation.spec.ts","",""
"","3976","Testcase 2: Login Using Saved Session Storage","Google Chrome","2026-08-01","passed","2026-08-01","Login With Existing User","ui/UserManagement/Test_002_LoginWithExistingUser.spec.ts","",""
