"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3473","UI_UPL_01: Valid Profile Picture Upload @smoke @regression","chromium","2026-09-20","passed","2026-09-20","Profile Picture Upload","ui/Profile/Test_005_ProfilePictureUpload.spec.ts","",""
"","906","WS_RESIL_01: Automatic Connection Recovery @regression @chaos","chromium","2026-09-20","passed","2026-09-20","WebSockets Event & Resilience Suite","ui/WebSockets/Test_008_WebSocketResilienceValidation.spec.ts","",""
"","104","Testcase 11: Security: POST /api/login should handle script tag in username without server error or sensitive leakage @regression","api","2026-09-20","passed","2026-09-20","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","1924","UI_CAT_05: Book Detail View @smoke @regression","chromium","2026-09-20","passed","2026-09-20","Book Catalog Search and Detail View","ui/BookCatalog/Test_002_SearchAndDetailCatalog.spec.ts","",""
"","18","Testcase 2: Negative: POST /api/register should reject empty password @regression","api","2026-09-20","passed","2026-09-20","Register User API - Positive, Negative, Contract and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","824","WS_EVENT_01: Broadcasted Event Reception @smoke @regression","chromium","2026-09-20","passed","2026-09-20","WebSockets Event & Resilience Suite","ui/WebSockets/Test_008_WebSocketResilienceValidation.spec.ts","",""
"","1182","VIS_REG_08: Book Card Text Line Height Chaos @regression @chaos","chromium","2026-09-20","passed","2026-09-20","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","7774","UI_PROF_01: Verify user account profile summary and avatar preview render correctly @smoke @regression","chromium","2026-09-20","passed","2026-09-20","Profile Summary and Order History","ui/Profile/Test_006_ProfileSummaryAndOrderHistory.spec.ts","",""
"","1230","Testcase 3: Password Strength Indicator @regression","chromium","2026-09-20","passed","2026-09-20","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","1118","VIS_REG_03: Book Card Border Color Assertion @regression @chaos","chromium","2026-09-20","passed","2026-09-20","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","40","Testcase 7: Defaults: Verify API works without query parameters @smoke @regression","api","2026-09-20","passed","2026-09-20","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","99","Testcase 9: Negative: POST /api/login should reject missing password @regression","api","2026-09-20","passed","2026-09-20","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","438","Testcase 1: GET /api/books?page=1&limit=8 - should return a paged book list with valid contract for page 1 @smoke @regression","api","2026-09-20","passed","2026-09-20","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","40","Testcase 5: Negative: String instead of number @regression","api","2026-09-20","passed","2026-09-20","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","6408","UI_WIZ_02: Validation Messaging Validation @regression","chromium","2026-09-20","passed","2026-09-20","Multi-Step Checkout Wizard","ui/Checkout/Test_004_CheckoutWizardValidation.spec.ts","",""
