"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","264","Testcase 11: Security: POST /api/login should handle SQL injection pattern in username without server error or sensitive leakage @regression","chromium","2026-09-12","passed","2026-09-12","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","243","Testcase 9: Negative: POST /api/login should reject empty password @regression","chromium","2026-09-12","passed","2026-09-12","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","246","Testcase 9: Negative: POST /api/login should reject empty username @regression","chromium","2026-09-12","passed","2026-09-12","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","8386","UI_WIZ_04: Dirty Navigation Alert Dialog @regression","chromium","2026-09-12","passed","2026-09-12","Multi-Step Checkout Wizard","ui/Checkout/Test_004_CheckoutWizardValidation.spec.ts","",""
"","11138","Testcase 1: Complete book purchase successfully @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Complete Book Purchase","ui/Checkout/Test_001_CompleteBookPurchase.spec.ts","",""
"","1649","Testcase 2: GET /api/books?page=2&limit=8 - should return a paged book list with valid contract for page 2 @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","4885","Verify Books Count in pagination @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Initial Catalog","ui/BookCatalog/Test_001_InitialCatalog.spec.ts","",""
"","147","API_LOG_01: Correlation ID Header Generation @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Structured JSON Logging & Correlation ID API Suite","api/Logging/Test_001_LoggingAndCorrelationApi.spec.ts","",""
"","2007","VIS_REG_01: Baseline Catalog Screenshot @regression @visual","chromium","2026-09-12","passed","2026-09-12","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","2769","Testcase 2: Login Using Saved Session Storage @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Login With Existing User","ui/UserManagement/Test_002_LoginWithExistingUser.spec.ts","",""
"","144","Testcase 2: Negative: POST /api/register should reject empty password @regression","chromium","2026-09-12","passed","2026-09-12","Register User API - Positive, Negative, Contract and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","201","API_INV_01: Trigger inventory report @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Cart & Inventory API","api/CartAndInventory/Test_001_CartAndInventoryApi.spec.ts","",""
"","2667","UI_AUTH_06: Direct unauthenticated navigation to protected routes redirects to Login @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Protected Route Access Guard","ui/UserManagement/Test_003_ProtectedRouteGuard.spec.ts","",""
"","333","Testcase 12: Security: POST /api/login should reject unsupported content type @regression","chromium","2026-09-12","passed","2026-09-12","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","2498","Testcase 1: Register New User @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","709","Testcase 4: Data Integrity: Page 1 last item should not be Page 2 first item @regression","chromium","2026-09-12","passed","2026-09-12","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","4040","UI_UPL_01: Valid Profile Picture Upload @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Profile Picture Upload","ui/Profile/Test_005_ProfilePictureUpload.spec.ts","",""
"","421","API_ORD_01: Authenticate user, complete checkout via API, and verify GET /api/orders history response @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Orders API Endpoint","api/CartAndInventory/Test_002_OrdersApi.spec.ts","",""
"","12093","UI_REF_01: Transparent Client Request Retry @regression","chromium","2026-09-12","passed","2026-09-12","JWT Expiration & Silent Refresh UI Suite","ui/Refresh/Test_006_JwtRefreshValidation.spec.ts","",""
"","269","Testcase 11: Security: POST /api/login should handle script tag in username without server error or sensitive leakage @regression","chromium","2026-09-12","passed","2026-09-12","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","4340","UI_UPL_04: Upload Chaos Failure Recovery @regression @chaos","chromium","2026-09-12","passed","2026-09-12","Profile Picture Upload","ui/Profile/Test_005_ProfilePictureUpload.spec.ts","",""
"","660","API_SAN_01: Concurrent sessions maintain 100% data isolation for cart and user state @smoke @regression @sandboxing","chromium","2026-09-12","passed","2026-09-12","Session-Partitioned Data Sandboxing & Multi-Tenant Isolation","api/ChaosAndTesting/Test_003_SessionSandboxingApi.spec.ts","",""
"","1977","Testcase 1: GET /api/books?page=1&limit=8 - should return a paged book list with valid contract for page 1 @smoke @regression","chromium","2026-09-12","passed","2026-09-12","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","668","Testcase 5: Negative: Negative page number @regression","chromium","2026-09-12","passed","2026-09-12","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
