"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","111","Testcase 11: Security: POST /api/login should handle oversized username without server error or sensitive leakage","Google Chrome","2026-07-18","passed","2026-07-18","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","89","Testcase 3: Pagination: Standard page 2 (page=2, limit=5)","Google Chrome","2026-07-18","passed","2026-07-18","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","347","Testcase 2: GET /api/books?page=2&limit=8 - should return a paged book list with valid contract for page 2","Google Chrome","2026-07-18","passed","2026-07-18","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","168","Testcase 11: Security: POST /api/login should handle script tag in username without server error or sensitive leakage","Google Chrome","2026-07-18","passed","2026-07-18","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","85","Testcase 9: Negative: POST /api/login should reject unregistered user","Google Chrome","2026-07-18","passed","2026-07-18","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","394","Testcase 8: Negative: POST /api/login should reject incorrect password","Google Chrome","2026-07-18","passed","2026-07-18","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","1005","Testcase 1: Positive and Contract: POST /api/register should register a user and allow login","Google Chrome","2026-07-18","passed","2026-07-18","Register User API - Positive, Negative, Contract and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","112","Testcase 5: Negative: String instead of number","Google Chrome","2026-07-18","passed","2026-07-18","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","98","Testcase 7: Defaults: Verify API works without query parameters","Google Chrome","2026-07-18","passed","2026-07-18","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","4932","Testcase 1: Register New User","Google Chrome","2026-07-18","passed","2026-07-18","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","4692","Testcase 2: Login With Registered User and Logout","Google Chrome","2026-07-18","passed","2026-07-18","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
