"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","307","Testcase 11: Security: POST /api/login should handle oversized username without server error or sensitive leakage @regression","chromium","2026-09-14","passed","2026-09-14","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","1543","VIS_REG_08: Book Card Text Line Height Chaos @regression @chaos","chromium","2026-09-14","passed","2026-09-14","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","348","Testcase 10: Negative: GET /api/login should not be allowed for login @regression","chromium","2026-09-14","passed","2026-09-14","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","621","Testcase 3: Pagination: Exceeding total pages (page=9999, limit=10) @regression","chromium","2026-09-14","passed","2026-09-14","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","1680","VIS_REG_05: Search Bar Displacement Assertion @regression @chaos","chromium","2026-09-14","passed","2026-09-14","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","4052","UI_UPL_01: Valid Profile Picture Upload @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Profile Picture Upload","ui/Profile/Test_005_ProfilePictureUpload.spec.ts","",""
"","4371","VIS_REG_02: Chaos-Enabled Catalog Pixel Diff @regression @chaos","chromium","2026-09-14","passed","2026-09-14","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","1946","TC-ASSERT-002: Locator verification helpers with polling and structured logging @regression","chromium","2026-09-14","passed","2026-09-14","Diagnostic Assertion Engine & Step Logging Suite","ui/Diagnostic/Test_011_DiagnosticAssertionEngine.spec.ts","",""
"","2407","UI_CAT_05: Book Detail View @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Book Catalog Search and Detail View","ui/BookCatalog/Test_002_SearchAndDetailCatalog.spec.ts","",""
"","423","API_CHAOS_01: Inject checkout failures @smoke @regression @chaos","chromium","2026-09-14","passed","2026-09-14","Chaos and Testing Utilities API","api/ChaosAndTesting/Test_001_ChaosAndTestingApi.spec.ts","",""
"","11533","UI_REF_01: Transparent Client Request Retry @regression","chromium","2026-09-14","passed","2026-09-14","JWT Expiration & Silent Refresh UI Suite","ui/Refresh/Test_006_JwtRefreshValidation.spec.ts","",""
"","623","Testcase 4: Data Integrity: Page 1 last item should not be Page 2 first item @regression","chromium","2026-09-14","passed","2026-09-14","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","294","Testcase 9: Negative: POST /api/login should reject empty username @regression","chromium","2026-09-14","passed","2026-09-14","Login API - Positive, Negative and Security","api/UserManagement/Test_001_RegisterAndLoginUser.spec.ts","",""
"","2644","UI_AUTH_06: Direct unauthenticated navigation to protected routes redirects to Login @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Protected Route Access Guard","ui/UserManagement/Test_003_ProtectedRouteGuard.spec.ts","",""
"","4143","A11Y_04: Text Color Contrast Scan Failure @regression @chaos @a11y","chromium","2026-09-14","passed","2026-09-14","Accessibility (a11y) Scans Suite","ui/A11y/Test_007_A11yScanValidation.spec.ts","",""
"","4751","VIS_REG_09: Reset Restores Visual Baseline @regression @chaos","chromium","2026-09-14","passed","2026-09-14","Visual Regression & Layout Chaos Suite","ui/VisualRegression/Test_010_VisualRegressionChaos.spec.ts","",""
"","182","API_VIS_02: Default visualChaos is False @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Visual Chaos Configuration API Suite","api/ChaosAndTesting/Test_002_VisualChaosApi.spec.ts","",""
"","416","API_REF_02: Refresh Token Issuance @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Token Refresh and Profile Upload API Suite","api/UserManagement/Test_002_TokenRefreshAndProfileApi.spec.ts","",""
"","394","API_ORD_01: Authenticate user, complete checkout via API, and verify GET /api/orders history response @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Orders API Endpoint","api/CartAndInventory/Test_002_OrdersApi.spec.ts","",""
"","519","API_TEST_01: Global reset clears all non-default users and carts @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Chaos and Testing Utilities API","api/ChaosAndTesting/Test_001_ChaosAndTestingApi.spec.ts","",""
"","3269","Testcase 1: Login With Existing User @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Login With Existing User","ui/UserManagement/Test_002_LoginWithExistingUser.spec.ts","",""
"","623","Testcase 6: Security: Request without Content-Type header should be handled @regression","chromium","2026-09-14","passed","2026-09-14","Books API - List and Security","api/BookCatalog/Test_001_BooksApi.spec.ts","",""
"","4780","Testcase 2: Login With Registered User and Logout @smoke @regression","chromium","2026-09-14","passed","2026-09-14","Register New User","ui/UserManagement/Test_001_RegisterUser.spec.ts","",""
"","3792","TC-CONC-001: Concurrent buyers competing for final stock unit (stock = 1) results in exactly one 200 OK and one 409 Conflict @smoke @regression @chaos","chromium","2026-09-14","passed","2026-09-14","Concurrent Stock Race Condition & Chaos Dashboard Resilience","ui/Checkout/Test_007_ConcurrentStockRaceCondition.spec.ts","",""
"","3918","A11Y_01: Standard Accessibility Compliance @smoke @regression @a11y","chromium","2026-09-14","passed","2026-09-14","Accessibility (a11y) Scans Suite","ui/A11y/Test_007_A11yScanValidation.spec.ts","",""
"","4229","WS_EVENT_02: Hot-Toast Alert Trigger @regression","chromium","2026-09-14","passed","2026-09-14","WebSockets Event & Resilience Suite","ui/WebSockets/Test_008_WebSocketResilienceValidation.spec.ts","",""
